"ensembl","symbol","direction","program_rank","baseMean","log2FoldChange","stat","pvalue","padj","scrna_grade_rho","scrna_grade_p","scrna_grade_fdr","scrna_mean_count_tumor","scrna_mean_count_other","scrna_pct_tumor","scrna_pct_other","scrna_tumor_specificity_log2","aligned_scrna_grade","recovered_GSE16581","recovered_GSE74385","discovery_strength","internal_evidence_score"
"ENSG00000132517","SLC52A1","up_in_WHO_II_vs_I",15,6.27206703005353,2.25657117658965,6.29217095586588,3.13056426740585e-10,1.06258575614833e-07,0.0384615384615385,0.887539998826321,0.940792398755901,0.00153380648939582,0.000965502278151443,0.00129676366830737,0.000932957257539596,0.0717881657650032,TRUE,TRUE,TRUE,0.92964824120603,5.85929648241206
"ENSG00000171551","ECEL1","down_in_WHO_II_vs_I",16,1715.58850713187,-4.14227449554433,-6.81191197371002,9.63100354816898e-12,6.71002155099404e-09,-0.0191741247211843,0.943810955352955,0.962525335814228,2.60331581075617,0.0690279887177262,0.266617398943068,0.0212735951399436,5.04737397831102,TRUE,TRUE,TRUE,0.92462311557789,5.84924623115578
"ENSG00000085563","ABCB1","down_in_WHO_II_vs_I",17,5955.57622760047,-2.54436417256755,-6.76223698356667,1.35877203881426e-11,8.99337243190187e-09,-0.153392997769474,0.570595508606364,0.687308226275847,0.47994199422731,0.0535257105662834,0.229806043197568,0.0394879583423736,2.94719844140318,TRUE,TRUE,TRUE,0.919597989949749,5.8391959798995
"ENSG00000177103","DSCAML1","down_in_WHO_II_vs_I",20,34.4027562757312,-2.8631123606233,-6.60738142611269,3.91177264856188e-11,2.20349321001438e-08,-0.0159901990927778,0.953130837993068,0.962525335814228,0.00330465579988008,0.000433933608157952,0.00308155667414978,0.000412236927750054,0.349148813243751,TRUE,TRUE,TRUE,0.904522613065327,5.80904522613065
"ENSG00000134240","HMGCS2","down_in_WHO_II_vs_I",22,4.33493541232518,-4.11721340002313,-6.47284354401972,9.61755258565873e-11,4.62725206964574e-08,-0.208221446465256,0.439010806295009,0.596604429067577,0.000237042821088445,0,0.000209155430372157,0,0.0404642861502608,TRUE,TRUE,TRUE,0.894472361809045,5.78894472361809
"ENSG00000167588","GPD1","down_in_WHO_II_vs_I",23,70.2130608137238,-2.05067389339132,-6.46638297506686,1.00376494212536e-10,4.66222400750334e-08,-0.377091119516624,0.149921921134647,0.273995235177113,0.00836621721488629,0.000596658711217184,0.00638621247402987,0.000423085267954003,0.794539964193577,TRUE,TRUE,TRUE,0.889447236180904,5.77889447236181
"ENSG00000163923","RPL39L","up_in_WHO_II_vs_I",25,104.974077387658,1.20024719756264,6.00064354349552,1.96537017932181e-09,4.26501438504468e-07,0.294003245724825,0.26904154758554,0.419388294765695,0.274997559853312,0.0454220004339336,0.178088877114213,0.0417227164243871,2.36241887664149,TRUE,TRUE,TRUE,0.879396984924623,5.75879396984925
"ENSG00000178826","TMEM139","up_in_WHO_II_vs_I",26,6.4287483244515,1.83991589655207,5.97613602749866,2.28492232104935e-09,4.76325342124265e-07,0.447396243494299,0.0822775499489788,0.172133295287995,0.00143620062188881,0.000303753525710566,0.00136648214509809,0.000303753525710566,0.147403147252674,TRUE,TRUE,TRUE,0.874371859296482,5.74874371859296
"ENSG00000138411","HECW2","down_in_WHO_II_vs_I",28,585.872644462951,-1.57562793788303,-6.27598876361946,3.47419273850616e-10,1.1353242621836e-07,-0.389873869330747,0.135486672513337,0.253439775642594,0.039558263731054,0.0265784334996746,0.0351381123025224,0.018431330006509,0.438132351829401,TRUE,TRUE,TRUE,0.864321608040201,5.7286432160804
"ENSG00000101057","MYBL2","up_in_WHO_II_vs_I",29,46.4855957628671,1.55909738262748,5.8574260252506,4.70096098904236e-09,8.46669137872353e-07,0.511309992564914,0.0429394685169523,0.113789591569924,0.0396977006846354,0.00620525059665871,0.020162583487876,0.00299414189628987,1.61671777501261,TRUE,TRUE,TRUE,0.85929648241206,5.71859296482412
